date,code,open,high,low,close,preclose,volume,amount,pctChg
2020-04-01,sh.000905,5029.5837,5108.1750,5007.7115,5019.2187,5041.4534,11215411100,110651112519.1000,-0.441037
2020-04-02,sh.000905,4998.6259,5147.2019,4998.1063,5147.2019,5019.2187,11335107800,117822171439.6000,2.549863
2020-04-03,sh.000905,5143.5185,5161.5728,5085.0948,5107.0393,5147.2019,10947897800,112751173060.0000,-0.780280
2020-04-07,sh.000905,5202.5465,5273.0857,5197.5826,5267.0730,5107.0393,14510945200,146826555108.9000,3.133591
2020-04-08,sh.000905,5243.1623,5291.4149,5232.6161,5271.7961,5267.0730,13778625400,136499534391.4000,0.089672
2020-04-09,sh.000905,5301.2663,5336.1174,5289.3845,5322.4614,5271.7961,12509846200,128352885531.3000,0.961063
2020-04-10,sh.000905,5321.7865,5321.7865,5197.9841,5208.5102,5322.4614,12381638800,126468212009.4000,-2.140949
2020-04-13,sh.000905,5176.4431,5198.3708,5140.8505,5169.1757,5208.5102,9818099300,101355716432.4000,-0.755197
2020-04-14,sh.000905,5197.1716,5288.5930,5189.8242,5288.5930,5169.1757,11018824400,118917318030.8000,2.310181
2020-04-15,sh.000905,5291.9664,5320.5792,5264.0114,5268.7497,5288.5930,12247740000,128025726348.5000,-0.375209
2020-04-16,sh.000905,5245.9247,5328.1204,5238.4335,5316.9707,5268.7497,12074219300,122069165005.5000,0.915227
2020-04-17,sh.000905,5354.9828,5377.1470,5309.5809,5318.4547,5316.9707,13696983300,156745771336.3000,0.027911
2020-04-20,sh.000905,5329.8688,5381.7857,5311.1974,5381.7857,5318.4547,12064218200,130825823688.0000,1.190778
2020-04-21,sh.000905,5358.6005,5358.6005,5287.6633,5343.8806,5381.7857,13074442600,139768427426.9000,-0.704322
2020-04-22,sh.000905,5304.7310,5388.2073,5296.2644,5387.6233,5343.8806,12359700600,127945771531.0000,0.818557
2020-04-23,sh.000905,5402.6478,5407.4900,5354.9401,5357.7904,5387.6233,14461830200,145324602210.3000,-0.553730
2020-04-24,sh.000905,5350.5426,5354.7629,5258.5692,5273.5474,5357.7904,13138336700,127211203386.7000,-1.572346
2020-04-27,sh.000905,5278.9787,5314.4114,5249.3133,5265.7248,5273.5474,11713242700,110738403020.7000,-0.148337
2020-04-28,sh.000905,5268.1255,5273.2565,5102.0608,5227.8460,5265.7248,14082491000,133971236966.9000,-0.719346
2020-04-29,sh.000905,5203.7103,5269.7350,5201.4734,5226.8116,5227.8460,10592684900,103339319168.3000,-0.019786
2020-04-30,sh.000905,5261.0467,5368.8943,5261.0467,5353.8595,5226.8116,13303668600,142523793301.1000,2.430696
2020-05-06,sh.000905,5320.9400,5451.4560,5318.4430,5451.3159,5353.8595,14167905000,159945700644.7000,1.820302
2020-05-07,sh.000905,5454.2515,5473.7738,5425.7964,5445.7519,5451.3159,14014635400,147975355319.2000,-0.102067
2020-05-08,sh.000905,5474.8739,5527.0903,5467.6460,5507.6965,5445.7519,13631862200,146384767223.1000,1.137485
2020-05-11,sh.000905,5529.1056,5547.9416,5466.6158,5496.1920,5507.6965,12985198500,142054909597.6000,-0.208880
2020-05-12,sh.000905,5494.0693,5519.2868,5441.7013,5512.4640,5496.1920,11594367700,127585356336.7000,0.296060
2020-05-13,sh.000905,5495.8969,5546.5535,5483.9868,5536.2802,5512.4640,10789582200,120477112076.0000,0.432043
2020-05-14,sh.000905,5513.0817,5528.0915,5485.0152,5487.1070,5536.2802,11919770100,129595787537.9000,-0.888199
2020-05-15,sh.000905,5510.1454,5543.9334,5486.2557,5507.9336,5487.1070,11265151100,132317035662.0000,0.379555
2020-05-18,sh.000905,5522.7233,5528.7754,5454.9615,5478.8218,5507.9336,13365466400,158389049357.7000,-0.528543
2020-05-19,sh.000905,5515.0289,5548.2181,5504.2327,5547.8759,5478.8218,11200886000,133182704772.6000,1.260382
2020-05-20,sh.000905,5545.0441,5547.1691,5473.7896,5489.7024,5547.8759,12349126400,141354557271.3000,-1.048572
2020-05-21,sh.000905,5508.2041,5511.2324,5415.5986,5426.1745,5489.7024,11455910800,128883851422.2000,-1.157219
2020-05-22,sh.000905,5421.7282,5421.8870,5307.2962,5328.2268,5426.1745,10641571100,115705492517.1000,-1.805097
2020-05-25,sh.000905,5323.9656,5344.2849,5293.2294,5316.6036,5328.2268,8438568100,91375351529.7000,-0.218144
2020-05-26,sh.000905,5341.1113,5421.9045,5341.0821,5420.2126,5316.6036,9096900800,99351009048.7000,1.948782
2020-05-27,sh.000905,5426.5558,5426.5558,5358.4700,5369.4992,5420.2126,10396037100,113109428499.0000,-0.935635
2020-05-28,sh.000905,5367.2664,5390.1397,5290.2897,5361.1670,5369.4992,10252425100,107583819702.0000,-0.155176
2020-05-29,sh.000905,5349.5678,5416.6599,5336.0669,5406.3403,5361.1670,10500325000,110023218185.6000,0.842602
2020-06-01,sh.000905,5446.2912,5576.6538,5446.2912,5569.4800,5406.3403,14169758200,147879965490.3000,3.017563
2020-06-02,sh.000905,5595.3589,5596.4399,5544.1862,5566.4438,5569.4800,13902910300,149203304081.4000,-0.054515
2020-06-03,sh.000905,5583.7010,5618.2892,5567.0729,5572.3125,5566.4438,13834551900,146218273434.1000,0.105430
2020-06-04,sh.000905,5589.3445,5597.2621,5549.3577,5576.7535,5572.3125,12077846500,123809986180.5000,0.079698
2020-06-05,sh.000905,5585.1592,5592.3453,5542.8701,5585.4231,5576.7535,11225389700,115167433561.3000,0.155460
2020-06-08,sh.000905,5618.3753,5627.1893,5567.2087,5575.3036,5585.4231,11944619000,128061193175.3000,-0.181177
2020-06-09,sh.000905,5582.1440,5616.0363,5560.1390,5610.3774,5575.3036,11487092900,119378870792.0000,0.629092
2020-06-10,sh.000905,5611.6579,5616.6108,5581.9153,5615.2417,5610.3774,10836809700,114114998789.0000,0.086702
2020-06-11,sh.000905,5618.6411,5673.3108,5567.5380,5589.1019,5615.2417,12751545400,144595249404.6000,-0.465515
2020-06-12,sh.000905,5483.7845,5620.2062,5479.2713,5591.4871,5589.1019,12954546500,142138382119.3000,0.042676
2020-06-15,sh.000905,5605.8832,5661.9706,5590.6435,5590.6435,5591.4871,14535977600,152567150810.5000,-0.015087
2020-06-16,sh.000905,5633.2588,5695.3007,5624.8549,5695.3007,5590.6435,13395170300,142087502349.4000,1.872006
2020-06-17,sh.000905,5708.6871,5735.4183,5685.6241,5735.4183,5695.3007,14683751800,153683182939.3000,0.704398
2020-06-18,sh.000905,5738.0314,5744.4525,5705.2950,5734.4030,5735.4183,15815436600,160763116093.6000,-0.017702
2020-06-19,sh.000905,5733.4291,5796.3597,5727.6226,5787.1482,5734.4030,14176809800,147827142214.7000,0.919803
2020-06-22,sh.000905,5793.7883,5815.3942,5770.8094,5784.0269,5787.1482,14539234900,157370407892.1000,-0.053935
2020-06-23,sh.000905,5783.1198,5809.2832,5755.3982,5804.3430,5784.0269,12574812700,140277421310.2000,0.351245
2020-06-24,sh.000905,5808.5388,5824.3132,5773.2908,5789.0893,5804.3430,11024143600,128536776011.6000,-0.262798
2020-06-29,sh.000905,5774.4585,5789.1592,5740.2558,5762.4378,5789.0893,11776115100,131671126495.1000,-0.460375
2020-06-30,sh.000905,5790.0647,5875.3274,5788.2081,5864.4164,5762.4378,11535032400,139671518549.7000,1.769713
2020-07-01,sh.000905,5884.5400,5885.8738,5814.7554,5881.8875,5864.4164,14283298200,161437631595.0000,0.297917
2020-07-02,sh.000905,5880.8832,5979.9902,5858.5743,5975.2794,5881.8875,20118138000,200063179993.3000,1.587788
2020-07-03,sh.000905,5989.9958,6052.5230,5968.0663,6051.5099,5975.2794,22682681800,217087507631.7000,1.275765
2020-07-06,sh.000905,6095.9561,6318.3081,6095.9561,6299.8551,6051.5099,30237648900,291741992284.0000,4.103855
2020-07-07,sh.000905,6368.3135,6480.0286,6300.2446,6380.0276,6299.8551,32586542500,329327405395.3000,1.272609
2020-07-08,sh.000905,6378.9461,6541.4382,6352.3731,6535.4151,6380.0276,28884738900,292261704951.5000,2.435530
2020-07-09,sh.000905,6541.2854,6712.1445,6530.0207,6693.7452,6535.4151,31741227100,334582903483.0000,2.422648
2020-07-10,sh.000905,6664.3263,6763.8121,6644.3586,6676.4373,6693.7452,28873667200,322509785233.7000,-0.258568
2020-07-13,sh.000905,6710.6352,6899.6220,6710.6352,6899.5175,6676.4373,29730559500,335186154096.4000,3.341306
2020-07-14,sh.000905,6897.0034,6897.0034,6672.7996,6807.7270,6899.5175,29386829700,341854745106.6000,-1.330390
2020-07-15,sh.000905,6815.6162,6838.1524,6598.5228,6638.8384,6807.7270,25647283000,300879616805.6000,-2.480837
2020-07-16,sh.000905,6642.3288,6710.9950,6305.1330,6319.9981,6638.8384,25331587000,277008155088.1000,-4.802652
2020-07-17,sh.000905,6327.0265,6447.5092,6272.9416,6344.5912,6319.9981,19680390900,215076901728.0000,0.389131
2020-07-20,sh.000905,6419.0800,6526.8325,6340.6495,6526.8325,6344.5912,21241322200,225848583600.9000,2.872388
2020-07-21,sh.000905,6546.5653,6591.0097,6500.8682,6563.3239,6526.8325,19396594900,214682284529.3000,0.559098
2020-07-22,sh.000905,6554.1681,6699.6871,6534.7427,6620.6893,6563.3239,21010119800,232947421316.2000,0.874030
2020-07-23,sh.000905,6562.0485,6629.2067,6431.2609,6620.0859,6620.6893,20799246200,240882435490.9000,-0.009114
2020-07-24,sh.000905,6584.8093,6609.2877,6265.3789,6283.9831,6620.0859,21901777700,247232797429.5000,-5.077016
2020-07-27,sh.000905,6304.5859,6337.3275,6229.4712,6298.7351,6283.9831,14554248100,168023361892.0000,0.234756
2020-07-28,sh.000905,6345.6820,6385.3908,6307.7891,6359.6637,6298.7351,13883814400,162440480588.8000,0.967315
2020-07-29,sh.000905,6341.0079,6530.2712,6324.0483,6530.2712,6359.6637,15922168400,186898356931.0000,2.682650
2020-07-30,sh.000905,6548.7007,6564.7750,6491.4492,6511.4360,6530.2712,17761556100,209285453557.9000,-0.288429
2020-07-31,sh.000905,6499.3939,6619.2616,6463.4150,6579.6696,6511.4360,17991294100,207862488529.4000,1.047904
2020-08-03,sh.000905,6635.3429,6739.8085,6614.4314,6739.8085,6579.6696,20726674600,240946720735.4000,2.433844
2020-08-04,sh.000905,6758.4937,6764.9049,6672.8940,6697.7071,6739.8085,20947893600,245084781553.8000,-0.624668
2020-08-05,sh.000905,6696.6870,6790.0080,6653.2772,6772.8422,6697.7071,18484381600,217994170977.7000,1.121803
2020-08-06,sh.000905,6780.3265,6792.2759,6656.2782,6770.3016,6772.8422,20522984200,240928921871.6000,-0.037512
2020-08-07,sh.000905,6743.2907,6755.5280,6578.6672,6688.8822,6770.3016,19812821400,227976663622.0000,-1.202596
2020-08-10,sh.000905,6666.5601,6768.8660,6651.7421,6725.2956,6688.8822,17535322700,210390907232.4000,0.544387
2020-08-11,sh.000905,6727.7692,6756.8451,6594.9793,6600.8472,6725.2956,18084577100,203427777772.4000,-1.850452
2020-08-12,sh.000905,6580.0058,6599.6573,6395.0060,6528.3999,6600.8472,17788904500,197969436425.0000,-1.097545
2020-08-13,sh.000905,6552.3695,6592.1163,6518.4229,6552.6567,6528.3999,16206051500,166812245236.6000,0.371558
2020-08-14,sh.000905,6542.6032,6629.5058,6506.0266,6623.5633,6552.6567,15687598800,161300612455.5000,1.082105
2020-08-17,sh.000905,6646.5418,6752.3176,6614.1849,6744.5468,6623.5633,20140735700,207540650739.0000,1.826562
2020-08-18,sh.000905,6747.6059,6811.5637,6737.5288,6789.3979,6744.5468,18916617500,208576358641.0000,0.664998
2020-08-19,sh.000905,6782.5931,6782.5931,6661.9879,6666.2740,6789.3979,19430913600,205475855509.4000,-1.813473
2020-08-20,sh.000905,6622.0053,6672.4908,6570.6949,6593.7850,6666.2740,15764625800,163429358353.0000,-1.087399
2020-08-21,sh.000905,6628.9007,6686.0233,6589.1968,6643.9444,6593.7850,14296349300,153128200636.0000,0.760707
2020-08-24,sh.000905,6667.2961,6702.7487,6589.9285,6688.9647,6643.9444,14302035400,157948512265.7000,0.677614
2020-08-25,sh.000905,6698.1196,6734.4378,6631.6853,6652.5478,6688.9647,14709813000,158243101131.0000,-0.544433
2020-08-26,sh.000905,6650.4490,6660.7634,6501.2409,6525.8786,6652.5478,15373477100,170546092542.3000,-1.904070
2020-08-27,sh.000905,6538.1362,6585.7193,6486.7508,6578.7912,6525.8786,12983619800,142139979127.3000,0.810812
2020-08-28,sh.000905,6571.8981,6695.3574,6553.9227,6691.2096,6578.7912,14194959300,155878611730.4000,1.708800
2020-08-31,sh.000905,6719.2859,6765.8853,6667.6792,6668.4331,6691.2096,15602438500,173312513829.2000,-0.340394
2020-09-01,sh.000905,6667.1680,6710.4599,6637.6339,6710.4599,6668.4331,12563249000,140204445918.0000,0.630235
2020-09-02,sh.000905,6725.6913,6742.5527,6647.0341,6717.5579,6710.4599,14956254800,160818469798.5000,0.105775
2020-09-03,sh.000905,6715.1042,6732.6741,6638.4482,6662.2515,6717.5579,14211033500,151591727849.6000,-0.823311
2020-09-04,sh.000905,6545.8880,6631.0289,6538.4896,6618.5762,6662.2515,12535846200,132077386325.3000,-0.655564
2020-09-07,sh.000905,6619.8982,6669.3935,6459.1029,6478.8124,6618.5762,15558174800,167216213932.1000,-2.111690
2020-09-08,sh.000905,6493.7737,6542.9954,6432.9520,6525.0980,6478.8124,16123031800,148148725286.0000,0.714415
2020-09-09,sh.000905,6455.3053,6471.4824,6319.2713,6349.2234,6525.0980,21691635100,176688524174.1000,-2.695356
2020-09-10,sh.000905,6404.6646,6414.9623,6219.6361,6235.5687,6349.2234,18104949700,149335340844.4000,-1.790057
2020-09-11,sh.000905,6209.7881,6319.6691,6209.7881,6311.9670,6235.5687,12462919400,115690880160.5000,1.225202
2020-09-14,sh.000905,6350.3551,6381.1820,6297.9023,6351.2422,6311.9670,13050227700,129303970062.7000,0.622234
2020-09-15,sh.000905,6351.0366,6388.1304,6328.5366,6387.8805,6351.2422,11518415400,117077083505.1000,0.576868
2020-09-16,sh.000905,6379.5178,6387.7666,6321.5668,6353.8360,6387.8805,11337988700,112504425528.5000,-0.532955
2020-09-17,sh.000905,6345.6715,6416.0088,6291.6343,6367.0206,6353.8360,11895968100,123682498362.9000,0.207506
2020-09-18,sh.000905,6367.7923,6473.5997,6353.5609,6469.4692,6367.0206,13522626400,136788919948.0000,1.609051
2020-09-21,sh.000905,6492.2249,6515.3370,6434.3239,6445.9649,6469.4692,12602372100,133640323489.2000,-0.363311
2020-09-22,sh.000905,6392.0250,6462.9751,6341.4838,6358.6520,6445.9649,12130589400,122989741811.9000,-1.354536
2020-09-23,sh.000905,6382.2813,6411.2048,6356.1636,6392.0329,6358.6520,9504883300,106027143367.8000,0.524968
2020-09-24,sh.000905,6353.6940,6354.6827,6243.2820,6244.6389,6392.0329,11280146700,112624608424.9000,-2.305902
2020-09-25,sh.000905,6271.7008,6285.4717,6206.1823,6236.8904,6244.6389,8779878800,92989168390.0000,-0.124082
2020-09-28,sh.000905,6255.0210,6261.9304,6171.0200,6178.4693,6236.8904,7896291500,87526269792.6000,-0.936702
2020-09-29,sh.000905,6206.9908,6280.4433,6179.8807,6228.7708,6178.4693,8137116400,91783259881.9000,0.814142
2020-09-30,sh.000905,6245.1158,6260.1234,6155.0208,6192.5045,6228.7708,8148409300,89615460415.2000,-0.582238
2020-10-09,sh.000905,6300.0703,6373.9367,6290.4705,6357.9711,6192.5045,10038623100,115149926305.0000,2.672047
2020-10-12,sh.000905,6408.0827,6541.3102,6399.6833,6541.1760,6357.9711,14482434900,160960006150.6000,2.881499
2020-10-13,sh.000905,6538.8354,6557.8635,6486.3088,6551.3987,6541.1760,11155845000,130283812098.8000,0.156282
2020-10-14,sh.000905,6547.8376,6547.8376,6492.6581,6508.3743,6551.3987,11862960400,133539992970.6000,-0.656721
2020-10-15,sh.000905,6511.0707,6518.5503,6456.7714,6460.0408,6508.3743,10700425200,115595908996.0000,-0.742636
2020-10-16,sh.000905,6456.7375,6473.6343,6388.6459,6428.6822,6460.0408,9873202200,109046534531.3000,-0.485424
2020-10-19,sh.000905,6466.5660,6483.5079,6346.2632,6358.3213,6428.6822,10366836300,114682882325.0000,-1.094484
2020-10-20,sh.000905,6349.6437,6423.1573,6324.3889,6423.1128,6358.3213,8618922400,95327322735.8000,1.019003
2020-10-21,sh.000905,6426.1940,6426.5095,6323.4406,6350.0127,6423.1128,8751225500,102120928452.3000,-1.138079
2020-10-22,sh.000905,6331.8037,6334.5424,6256.2324,6317.1438,6350.0127,8572472900,96745752080.7000,-0.517619
2020-10-23,sh.000905,6312.0076,6362.4283,6202.5347,6213.2626,6317.1438,8056509000,93954361163.2000,-1.644433
2020-10-26,sh.000905,6195.3539,6239.7156,6127.3829,6214.3779,6213.2626,7339295600,85255066150.9000,0.017950
2020-10-27,sh.000905,6187.4731,6227.8424,6168.9710,6221.3414,6214.3779,7558651600,89315873362.5000,0.112055
2020-10-28,sh.000905,6221.7402,6254.7160,6164.2406,6245.9986,6221.3414,8713088800,104079228635.0000,0.396333
2020-10-29,sh.000905,6168.9076,6287.6478,6159.1435,6255.1933,6245.9986,9258748300,109761286278.0000,0.147209
2020-10-30,sh.000905,6272.9273,6274.6162,6103.8909,6111.4803,6255.1933,11212236000,126461002490.3000,-2.297499
2020-11-02,sh.000905,6119.4514,6162.2763,6095.8038,6143.1157,6111.4803,11175637900,123794413318.8000,0.517639
2020-11-03,sh.000905,6175.1593,6245.5576,6155.7346,6241.7676,6143.1157,10544003600,115863061000.7000,1.605894
2020-11-04,sh.000905,6246.6368,6256.0695,6181.0972,6234.1580,6241.7676,9292974500,108226613294.5000,-0.121914
2020-11-05,sh.000905,6294.6136,6358.4445,6273.3148,6351.9789,6234.1580,11884321500,132602148329.0000,1.889925
2020-11-06,sh.000905,6366.1854,6366.1854,6254.0869,6301.2477,6351.9789,11824421100,131702113343.4000,-0.798668
2020-11-09,sh.000905,6337.4415,6452.9139,6337.4415,6421.6506,6301.2477,16002788200,175071789214.3000,1.910779
2020-11-10,sh.000905,6434.4298,6435.4130,6339.2861,6373.0853,6421.6506,14192893200,155931471262.0000,-0.756274
2020-11-11,sh.000905,6356.3666,6375.2402,6292.8368,6294.6055,6373.0853,13072808100,134439037098.4000,-1.231426
2020-11-12,sh.000905,6305.0655,6340.9983,6285.2907,6315.4938,6294.6055,10468068700,113184124161.7000,0.331844
2020-11-13,sh.000905,6304.4593,6319.4126,6248.3550,6306.9700,6315.4938,10711632200,112943607786.7000,-0.134966
2020-11-16,sh.000905,6319.7042,6387.4154,6294.2899,6387.3710,6306.9700,13367733000,131781935048.7000,1.274796
2020-11-17,sh.000905,6380.7685,6380.7685,6300.5666,6336.9406,6387.3710,14127431800,138972383424.0000,-0.789533
2020-11-18,sh.000905,6333.4506,6382.4966,6314.3093,6341.0136,6336.9406,13398246200,129795857711.1000,0.064274
2020-11-19,sh.000905,6328.0837,6370.1805,6293.5553,6360.5998,6341.0136,12380484500,121059609478.7000,0.308881
2020-11-20,sh.000905,6354.7873,6429.8695,6351.3079,6422.9854,6360.5998,13066764500,128065402931.0000,0.980813
2020-11-23,sh.000905,6435.9187,6516.2407,6407.0565,6472.9301,6422.9854,18192566800,170218076144.5000,0.777593
2020-11-24,sh.000905,6472.7468,6495.1373,6454.6653,6475.1881,6472.9301,15406296500,148759535147.5000,0.034884
2020-11-25,sh.000905,6489.2553,6489.7220,6350.3667,6350.3667,6475.1881,15381310600,156624909521.8000,-1.927688
2020-11-26,sh.000905,6349.8616,6358.1740,6284.9727,6334.3042,6350.3667,12323693600,125528466079.5000,-0.252938
2020-11-27,sh.000905,6337.3839,6351.8103,6276.0729,6351.6119,6334.3042,12088511600,117407959618.1000,0.273238
2020-11-30,sh.000905,6360.4620,6397.7204,6309.4445,6320.9441,6351.6119,16315768200,157517649561.1000,-0.482835
2020-12-01,sh.000905,6307.8544,6437.9433,6299.4140,6426.6155,6320.9441,15095734000,152562838800.9000,1.671766
2020-12-02,sh.000905,6437.9561,6446.8066,6392.9892,6434.9791,6426.6155,14970510500,150490962737.2000,0.130140
2020-12-03,sh.000905,6437.3843,6461.0881,6392.8987,6440.8808,6434.9791,15221493300,152891750850.0000,0.091713
2020-12-04,sh.000905,6426.0263,6471.8561,6409.6779,6464.7345,6440.8808,12885516900,135320890716.0000,0.370348
2020-12-07,sh.000905,6465.9879,6472.8495,6417.6481,6424.6823,6464.7345,12107828200,130847019898.5000,-0.619549
2020-12-08,sh.000905,6424.1589,6448.3926,6406.7236,6423.6513,6424.6823,10549499200,118324850768.4000,-0.016047
2020-12-09,sh.000905,6430.4767,6437.4327,6307.2207,6307.2207,6423.6513,12151621300,133439441028.8000,-1.812530
2020-12-10,sh.000905,6295.3530,6350.9178,6267.1713,6320.0956,6307.2207,11057714200,122398601686.0000,0.204130
2020-12-11,sh.000905,6328.8282,6340.3946,6163.4119,6209.4270,6320.0956,13264160600,143457071945.4000,-1.751059
2020-12-14,sh.000905,6207.8260,6260.6133,6176.5402,6259.0175,6209.4270,10687714900,123900781656.0000,0.798632
2020-12-15,sh.000905,6250.0967,6276.5843,6228.6787,6265.5819,6259.0175,9798099400,119718559344.7000,0.104879
2020-12-16,sh.000905,6268.2111,6271.0304,6219.0857,6235.4352,6265.5819,9928395000,114108040736.8000,-0.481148
2020-12-17,sh.000905,6225.0790,6312.0056,6184.5429,6308.9013,6235.4352,12770274400,140083142643.1000,1.178203
2020-12-18,sh.000905,6310.1601,6332.5326,6269.2134,6291.9180,6308.9013,12862228800,137531405179.9000,-0.269196
2020-12-21,sh.000905,6302.2576,6401.5463,6293.9220,6398.5987,6291.9180,13634782200,156761702647.2000,1.695520
2020-12-22,sh.000905,6372.8787,6378.4986,6241.5603,6250.0606,6398.5987,15131061800,172456513342.7000,-2.321416
2020-12-23,sh.000905,6255.3524,6330.6028,6242.6249,6307.6040,6250.0606,14404432300,166258560029.3000,0.920685
2020-12-24,sh.000905,6308.4801,6308.4801,6202.4031,6205.2247,6307.6040,13122165300,147688966891.2000,-1.623109
2020-12-25,sh.000905,6190.9922,6284.5851,6186.0254,6278.4981,6205.2247,13447826700,143831769330.4000,1.180834
2020-12-28,sh.000905,6283.7821,6288.2442,6219.0910,6244.4818,6278.4981,14896021400,160495558567.3000,-0.541790
2020-12-29,sh.000905,6240.7355,6280.0396,6196.4147,6199.8523,6244.4818,15447603200,155674658940.1000,-0.714703
